transaction_id,customer_id,product,date,month,day_of_week,customer_segment,quantity,price
TXN_00031,CUST_0306,Collagen,2023-06-24,6,Saturday,health_enthusiast,3,72.03
TXN_00031,CUST_0306,Kombucha,2023-06-24,6,Saturday,health_enthusiast,3,112.33
TXN_00031,CUST_0306,Crackers,2023-06-24,6,Saturday,health_enthusiast,2,142.06
TXN_00032,CUST_0119,Water Bottle,2023-05-19,5,Friday,health_enthusiast,3,41.1
TXN_00032,CUST_0119,Collagen,2023-05-19,5,Friday,health_enthusiast,1,149.03
TXN_00033,CUST_0390,Stapler,2023-05-22,5,Monday,office_worker,3,61.97
TXN_00033,CUST_0390,Trail Mix,2023-05-22,5,Monday,office_worker,1,129.38
TXN_00033,CUST_0390,Protein Shake,2023-05-22,5,Monday,office_worker,2,25.0
TXN_00033,CUST_0390,Coffee,2023-05-22,5,Monday,office_worker,1,116.94
TXN_00033,CUST_0390,Protein Bar,2023-05-22,5,Monday,office_worker,2,98.35
TXN_00033,CUST_0390,Crackers,2023-05-22,5,Monday,office_worker,2,40.95
TXN_00033,CUST_0390,Energy Drink,2023-05-22,5,Monday,office_worker,1,54.23
TXN_00034,CUST_0034,Monitor,2023-09-02,9,Saturday,tech_professional,3,121.24
TXN_00034,CUST_0034,Coffee,2023-09-02,9,Saturday,tech_professional,3,49.01
TXN_00034,CUST_0034,Pen Set,2023-09-02,9,Saturday,tech_professional,3,79.17
TXN_00034,CUST_0034,Water Bottle,2023-09-02,9,Saturday,tech_professional,2,62.98
TXN_00034,CUST_0034,Keyboard,2023-09-02,9,Saturday,tech_professional,3,198.06
TXN_00034,CUST_0034,Granola Bar,2023-09-02,9,Saturday,tech_professional,2,115.88
TXN_00035,CUST_0379,Stapler,2023-01-31,1,Tuesday,office_worker,1,51.77
TXN_00035,CUST_0379,Green Tea,2023-01-31,1,Tuesday,office_worker,3,19.64
TXN_00036,CUST_0353,Dumbbells,2023-01-02,1,Monday,health_enthusiast,1,111.19
TXN_00036,CUST_0353,Mixed Nuts,2023-01-02,1,Monday,health_enthusiast,3,34.05
TXN_00036,CUST_0353,Trail Mix,2023-01-02,1,Monday,health_enthusiast,2,166.19
TXN_00036,CUST_0353,Gym Gloves,2023-01-02,1,Monday,health_enthusiast,1,16.63
TXN_00036,CUST_0353,Probiotics,2023-01-02,1,Monday,health_enthusiast,2,121.03
TXN_00036,CUST_0353,Water Bottle,2023-01-02,1,Monday,health_enthusiast,3,184.63
TXN_00037,CUST_0353,Herbal Tea,2023-08-13,8,Sunday,tech_professional,3,12.77
TXN_00037,CUST_0353,Scissors,2023-08-13,8,Sunday,tech_professional,2,148.23
TXN_00037,CUST_0353,Cold Brew,2023-08-13,8,Sunday,tech_professional,3,53.82
TXN_00037,CUST_0353,Pen Set,2023-08-13,8,Sunday,tech_professional,1,49.64
TXN_00038,CUST_0295,Webcam,2023-12-12,12,Tuesday,student,1,96.65
TXN_00038,CUST_0295,Water Bottle,2023-12-12,12,Tuesday,student,2,70.0
TXN_00038,CUST_0295,Keyboard,2023-12-12,12,Tuesday,student,3,25.4
TXN_00038,CUST_0295,Kombucha,2023-12-12,12,Tuesday,student,1,69.31
TXN_00038,CUST_0295,Cold Brew,2023-12-12,12,Tuesday,student,3,101.62
TXN_00038,CUST_0295,Tape,2023-12-12,12,Tuesday,student,3,189.31
TXN_00039,CUST_0046,USB Hub,2023-10-09,10,Monday,tech_professional,1,106.1
TXN_00039,CUST_0046,Dark Chocolate,2023-10-09,10,Monday,tech_professional,3,152.51
TXN_00039,CUST_0046,Coffee,2023-10-09,10,Monday,tech_professional,3,91.2
TXN_00039,CUST_0046,File Folder,2023-10-09,10,Monday,tech_professional,1,44.69
TXN_00039,CUST_0046,Kombucha,2023-10-09,10,Monday,tech_professional,3,30.55
TXN_00040,CUST_0358,Omega-3,2023-05-28,5,Sunday,health_enthusiast,2,189.68
TXN_00040,CUST_0358,Mixed Nuts,2023-05-28,5,Sunday,health_enthusiast,3,167.27
TXN_00040,CUST_0358,Vitamins,2023-05-28,5,Sunday,health_enthusiast,2,186.87
TXN_00040,CUST_0358,Foam Roller,2023-05-28,5,Sunday,health_enthusiast,2,104.23
TXN_00040,CUST_0358,Collagen,2023-05-28,5,Sunday,health_enthusiast,2,86.02
TXN_00040,CUST_0358,Kombucha,2023-05-28,5,Sunday,health_enthusiast,2,196.15
TXN_00041,CUST_0075,Resistance Band,2023-05-05,5,Friday,health_enthusiast,3,199.79
TXN_00041,CUST_0075,Balance Board,2023-05-05,5,Friday,health_enthusiast,2,173.73
TXN_00041,CUST_0075,Coffee,2023-05-05,5,Friday,health_enthusiast,2,110.02
TXN_00041,CUST_0075,Yoga Mat,2023-05-05,5,Friday,health_enthusiast,2,69.83
TXN_00041,CUST_0075,Kombucha,2023-05-05,5,Friday,health_enthusiast,3,78.56
TXN_00041,CUST_0075,Herbal Tea,2023-05-05,5,Friday,health_enthusiast,2,174.57
TXN_00042,CUST_0197,Printer Paper,2023-12-24,12,Sunday,tech_professional,2,197.74
TXN_00042,CUST_0197,Herbal Tea,2023-12-24,12,Sunday,tech_professional,3,196.26
TXN_00042,CUST_0197,Notebook,2023-12-24,12,Sunday,tech_professional,2,193.14
TXN_00043,CUST_0303,Magnesium,2023-03-06,3,Monday,health_enthusiast,3,194.14
TXN_00043,CUST_0303,Gym Gloves,2023-03-06,3,Monday,health_enthusiast,1,96.55
TXN_00043,CUST_0303,Granola Bar,2023-03-06,3,Monday,health_enthusiast,2,71.02
TXN_00043,CUST_0303,Collagen,2023-03-06,3,Monday,health_enthusiast,3,82.51
TXN_00044,CUST_0437,USB Hub,2023-02-11,2,Saturday,student,2,37.44
TXN_00044,CUST_0437,Monitor,2023-02-11,2,Saturday,student,2,181.17
TXN_00044,CUST_0437,Popcorn,2023-02-11,2,Saturday,student,1,68.25
TXN_00044,CUST_0437,Mouse,2023-02-11,2,Saturday,student,1,62.21
TXN_00044,CUST_0437,Kombucha,2023-02-11,2,Saturday,student,2,88.98
TXN_00044,CUST_0437,Speaker,2023-02-11,2,Saturday,student,1,108.58
TXN_00044,CUST_0437,Juice Pack,2023-02-11,2,Saturday,student,3,137.95
TXN_00045,CUST_0041,Tape,2023-04-03,4,Monday,tech_professional,3,6.83
TXN_00045,CUST_0041,Monitor,2023-04-03,4,Monday,tech_professional,2,180.74
TXN_00045,CUST_0041,Energy Drink,2023-04-03,4,Monday,tech_professional,3,111.59
TXN_00045,CUST_0041,Sticky Notes,2023-04-03,4,Monday,tech_professional,1,91.14
TXN_00046,CUST_0154,Yogurt,2023-06-26,6,Monday,student,1,195.7
TXN_00046,CUST_0154,Trail Mix,2023-06-26,6,Monday,student,3,82.18
TXN_00046,CUST_0154,Water Bottle,2023-06-26,6,Monday,student,1,115.36
TXN_00046,CUST_0154,Whiteboard,2023-06-26,6,Monday,student,3,156.77
TXN_00046,CUST_0154,Green Tea,2023-06-26,6,Monday,student,1,182.57
TXN_00047,CUST_0463,Tape,2023-09-12,9,Tuesday,student,3,23.95
TXN_00047,CUST_0463,Dark Chocolate,2023-09-12,9,Tuesday,student,3,131.04
TXN_00047,CUST_0463,Popcorn,2023-09-12,9,Tuesday,student,2,158.78
TXN_00048,CUST_0375,Stapler,2023-01-18,1,Wednesday,office_worker,1,158.37
TXN_00048,CUST_0375,Herbal Tea,2023-01-18,1,Wednesday,office_worker,2,108.52
TXN_00048,CUST_0375,Sticky Notes,2023-01-18,1,Wednesday,office_worker,2,166.94
TXN_00049,CUST_0484,Mixed Nuts,2023-05-12,5,Friday,student,2,7.71
TXN_00049,CUST_0484,Rice Cakes,2023-05-12,5,Friday,student,3,29.1
TXN_00049,CUST_0484,Keyboard,2023-05-12,5,Friday,student,2,136.2
TXN_00049,CUST_0484,Whiteboard,2023-05-12,5,Friday,student,3,56.12
TXN_00049,CUST_0484,Laptop Stand,2023-05-12,5,Friday,student,2,165.37
TXN_00050,CUST_0120,Cold Brew,2023-07-10,7,Monday,tech_professional,3,63.93
TXN_00050,CUST_0120,Speaker,2023-07-10,7,Monday,tech_professional,2,27.75
TXN_00050,CUST_0120,Juice Pack,2023-07-10,7,Monday,tech_professional,1,189.52
TXN_00050,CUST_0120,Energy Drink,2023-07-10,7,Monday,tech_professional,2,199.21
TXN_00050,CUST_0120,Green Tea,2023-07-10,7,Monday,tech_professional,1,23.95
TXN_00051,CUST_0233,Tape,2023-10-03,10,Tuesday,tech_professional,3,84.58
TXN_00051,CUST_0233,Protein Shake,2023-10-03,10,Tuesday,tech_professional,2,11.38
TXN_00051,CUST_0233,Pen Set,2023-10-03,10,Tuesday,tech_professional,2,47.37
TXN_00051,CUST_0233,Kombucha,2023-10-03,10,Tuesday,tech_professional,2,190.36
TXN_00052,CUST_0352,USB Hub,2023-07-05,7,Wednesday,tech_professional,1,134.24
TXN_00052,CUST_0352,Juice Pack,2023-07-05,7,Wednesday,tech_professional,3,129.7
TXN_00052,CUST_0352,Laptop Stand,2023-07-05,7,Wednesday,tech_professional,1,14.86
TXN_00052,CUST_0352,Stapler,2023-07-05,7,Wednesday,tech_professional,2,52.5
TXN_00053,CUST_0106,Popcorn,2023-03-06,3,Monday,office_worker,1,69.07
TXN_00054,CUST_0306,Scissors,2023-03-17,3,Friday,office_worker,1,133.91
TXN_00054,CUST_0306,Protein Shake,2023-03-17,3,Friday,office_worker,1,30.7
TXN_00054,CUST_0306,Protein Bar,2023-03-17,3,Friday,office_worker,2,159.05
TXN_00055,CUST_0009,Whiteboard,2023-05-02,5,Tuesday,office_worker,2,92.41
TXN_00055,CUST_0009,Mixed Nuts,2023-05-02,5,Tuesday,office_worker,2,105.08
TXN_00055,CUST_0009,Coffee,2023-05-02,5,Tuesday,office_worker,1,93.14
TXN_00056,CUST_0023,Dried Fruit,2023-04-24,4,Monday,student,2,126.74
TXN_00056,CUST_0023,Yogurt,2023-04-24,4,Monday,student,3,111.93
TXN_00056,CUST_0023,Mouse,2023-04-24,4,Monday,student,2,79.28
TXN_00056,CUST_0023,Cold Brew,2023-04-24,4,Monday,student,3,108.46
TXN_00056,CUST_0023,Keyboard,2023-04-24,4,Monday,student,2,103.58
TXN_00056,CUST_0023,Herbal Tea,2023-04-24,4,Monday,student,2,24.34
TXN_00056,CUST_0023,Laptop,2023-04-24,4,Monday,student,3,27.31
TXN_00056,CUST_0023,Green Tea,2023-04-24,4,Monday,student,3,131.93
TXN_00057,CUST_0111,Juice Pack,2023-10-10,10,Tuesday,office_worker,2,134.7
TXN_00057,CUST_0111,Energy Drink,2023-10-10,10,Tuesday,office_worker,2,190.95
TXN_00057,CUST_0111,Herbal Tea,2023-10-10,10,Tuesday,office_worker,3,184.98
TXN_00057,CUST_0111,Green Tea,2023-10-10,10,Tuesday,office_worker,1,22.79
TXN_00058,CUST_0050,Charger,2023-02-13,2,Monday,tech_professional,3,15.03
TXN_00058,CUST_0050,Herbal Tea,2023-02-13,2,Monday,tech_professional,2,122.08
TXN_00058,CUST_0050,Pen Set,2023-02-13,2,Monday,tech_professional,2,25.2
TXN_00058,CUST_0050,File Folder,2023-02-13,2,Monday,tech_professional,3,46.48
TXN_00058,CUST_0050,Kombucha,2023-02-13,2,Monday,tech_professional,3,99.03
TXN_00058,CUST_0050,Speaker,2023-02-13,2,Monday,tech_professional,1,73.27
TXN_00058,CUST_0050,Juice Pack,2023-02-13,2,Monday,tech_professional,3,76.67
TXN_00059,CUST_0414,Yogurt,2023-05-23,5,Tuesday,office_worker,2,142.03
TXN_00059,CUST_0414,Trail Mix,2023-05-23,5,Tuesday,office_worker,2,184.7
TXN_00059,CUST_0414,Desk Organizer,2023-05-23,5,Tuesday,office_worker,2,6.19
TXN_00059,CUST_0414,Tape,2023-05-23,5,Tuesday,office_worker,1,115.43
TXN_00059,CUST_0414,Crackers,2023-05-23,5,Tuesday,office_worker,2,18.57
TXN_00060,CUST_0047,Yogurt,2023-11-21,11,Tuesday,student,1,136.42
TXN_00060,CUST_0047,Dark Chocolate,2023-11-21,11,Tuesday,student,2,91.41
TXN_00060,CUST_0047,Trail Mix,2023-11-21,11,Tuesday,student,2,99.7
TXN_00060,CUST_0047,Desk Organizer,2023-11-21,11,Tuesday,student,2,85.77
TXN_00060,CUST_0047,Cold Brew,2023-11-21,11,Tuesday,student,1,152.21
TXN_00060,CUST_0047,Whiteboard,2023-11-21,11,Tuesday,student,1,72.31
TXN_00060,CUST_0047,Laptop,2023-11-21,11,Tuesday,student,1,60.23
TXN_00061,CUST_0270,Stapler,2023-12-14,12,Thursday,office_worker,3,88.98
TXN_00061,CUST_0270,Coffee,2023-12-14,12,Thursday,office_worker,1,79.14
TXN_00061,CUST_0270,Granola Bar,2023-12-14,12,Thursday,office_worker,3,49.87
TXN_00061,CUST_0270,Whiteboard,2023-12-14,12,Thursday,office_worker,3,167.5
TXN_00061,CUST_0270,Juice Pack,2023-12-14,12,Thursday,office_worker,2,19.05
TXN_00061,CUST_0270,Energy Drink,2023-12-14,12,Thursday,office_worker,3,13.25
TXN_00061,CUST_0270,Sticky Notes,2023-12-14,12,Thursday,office_worker,1,94.65
TXN_00062,CUST_0295,Mixed Nuts,2023-02-09,2,Thursday,student,1,89.96
TXN_00062,CUST_0295,Dark Chocolate,2023-02-09,2,Thursday,student,2,107.17
TXN_00062,CUST_0295,Coffee,2023-02-09,2,Thursday,student,2,174.75
TXN_00062,CUST_0295,Juice Pack,2023-02-09,2,Thursday,student,3,71.21
TXN_00062,CUST_0295,Herbal Tea,2023-02-09,2,Thursday,student,2,156.93
TXN_00063,CUST_0059,Resistance Band,2023-02-09,2,Thursday,health_enthusiast,2,137.82
TXN_00063,CUST_0059,Dumbbells,2023-02-09,2,Thursday,health_enthusiast,3,130.38
TXN_00063,CUST_0059,Yoga Mat,2023-02-09,2,Thursday,health_enthusiast,3,68.03
TXN_00063,CUST_0059,Protein Shake,2023-02-09,2,Thursday,health_enthusiast,3,66.65
TXN_00063,CUST_0059,Foam Roller,2023-02-09,2,Thursday,health_enthusiast,2,18.32
